# x1 x2 x3 x4 x5 x6
# 11 6
# 11 6
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.09754948e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.20244248e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.29463313e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.37691691e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.45119212e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.51882200e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.58082713e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.63799653e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.69095598e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.74021225e+08  0.00000000e+00  0.00000000e+00
 0.00000000e+00 -9.00000000e-01  0.00000000e+00  1.78618281e+08  0.00000000e+00  0.00000000e+00
